id	content_type	sentence
20010	other	jan li kama pakala la ona li pakala e jan.
20011	other	ona li wile e tomo tawa sin.
20012	other	o toki e ni tawa ona.
20013	other	tenpo pini la mi mute li musi kalama uta; ni li pona tawa mi mute.
20014	other	ona li awen lon ma tomo lon poka ante pi telo tawa.
20015	other	ona li jo e meli lili tu.
20016	other	tenpo pi lili nasa la soweli tomo li noka wawa tawa mi.
20017	other	kili ni li kama jaki.
20018	other	esun li esun.
20019	other	sina jo e jan pona pi mute seme?
20020	other	ona li jo e lon lawa.
20021	other	sina lon nasin pona.
20022	other	mi ken ala open ni: tomo tawa li tawa.
20023	other	mi lukin kama jo e nimi lon lipu pi nimi ale.
20024	other	mi kama sona e toki Inli.
20025	other	mi jo e wile wan taso.
20026	other	tenpo pini la ma tomo Kalakolun li ma tomo lawa pi ma Monko.
20027	other	ma tomo Ulanpata li ma tomo lawa pi ma Monko.
20028	other	mama meli mi taso li sona kin e pilin mi.
20029	other	ona li kute e sona ni la sinpin lawa ona li kama walo.
20030	other	tenpo musi li kama poka.
20031	other	tenpo suno pini la ona li moli.
20032	other	ni li pana e pilin ike mute.
20033	other	lipu sewi la sewi li pali e ma lon tenpo suno luka wan.
20034	other	jan ala li kute e mi.
20035	other	sina jan seme?
20036	other	sitelen tawa li pini seme?
20037	other	mi wile ala pali pona tawa sina.
20038	other	sina pilin wawa e ni anu seme: sewi li lon?
20039	other	sina ken lili e kalama lon ilo pi kalama tawa anu seme?
20040	other	toki lon la, ona li ala tawa mi.
20041	other	jan pi ma Losi li jo e sinpin lawa pi pilin pona lon tenpo ala.
20042	other	tenpo ala la jan Losi li musi uta.
20043	other	lukin pali la pona. kama sona la pona lili taso.
20044	other	tenpo ala la jan Losi li musi uta.
20045	other	jan Po en jan Mewi li kalama e ilo palisa pi kalama musi.
20046	other	mi ken pilin kepeken noka mi.
20047	other	ken ala.
20048	other	sina lukin sama ni: sina ike sijelo.
20049	other	sina lukin sama ni: sina ike sijelo.
20050	other	sina toki ala toki kepeken toki Kanse?
20051	other	tenpo mute la pilin insa li pana e sona ike.
20052	other	sina alasa ala alasa e ijo?
20053	other	sewi li awen kama pimeja mute.
20054	other	mi suli.
20055	other	mani li jo ala e kon.
20056	other	o weka!
20057	other	o kute e ona.
20058	other	mi pona.
20059	other	meli ni li pali e ni: wile ona li kama lon.
20060	other	o musi.
20061	other	jan Mewi li pana e pona lon seli moku tawa mama meli ona.
20062	other	ike ni li ike mi ala.
20063	other	lon a!
20064	other	ona li wile pana e pona tawa jan. taso ona li pana e ike tawa jan.
20065	other	seli moku li wile sona.
20066	other	sina ken ala ken sitelen e ni lon sona sina?
20067	other	sina ken sitelen e ni lon sona sina anu seme?
20068	other	o ante e len sina.
20069	other	sina sona ala sona e ni: nasin seme la jan li kepeken musi Mason?
20070	other	tenpo mute la mi en ona li tawa alasa kala.
20071	other	mi wile esun e tomo tawa sin.
20072	other	open la sewi li pali e sewi e ma.
20073	other	o weka ala e mi mute tan lawa!
20074	other	pona a!
20075	other	ona li pona tawa jan ale.
20076	other	ali li pini.
20077	other	o pona e tomo.
20078	other	o lukin e ni: lon pi ijo tu ni li sama seme?
20079	other	o pona e ilo tenpo.
20080	other	sina wile tawa musi lon poka mi anu seme?
20081	other	sina jo e kulupu seme pi telo sijelo loje?
20082	other	mi wile ala sin e ni.
20083	other	o pini e ni.
20084	other	toki Inli li jo e nimi mute tan toki Kanse.
20085	other	sina ken ala ken lawa e tomo tawa?
20086	other	mi pana e sona.
20087	other	sina sona e ma tomo pi tomo ona anu seme?
20088	other	o pini e lukin.
20089	other	o telo e sina!
20090	other	ni li sitelen lape ike!
20091	other	ma Nijon la jan li moku lon tomo tawa linja anu tomo tawa kulupu, la ni li ike tawa jan ante.
20092	other	pona.
20093	other	ona li pana e lipu lon poka.
20094	other	o tawa e ona tawa mi.
20095	other	o lukin, mi pana e nasin pi ijo ni tawa lukin sina.
20096	other	mi taso li wile moku. jan ante li wile ala moku.
20097	other	mi kute e ijo.
20098	other	mi wile sona e toki Inli.
20099	other	tawa poka pi ijo ala la ni li pona.
20100	other	sina seli e moku la mi telo e ilo moku.
20101	other	o open e lupa.
20102	other	ona li kepeken nasin pi ona sama.
20103	other	ni li lipu sona.
20104	other	mi sona e ona anu seme?
20105	other	linja ni li wawa mute.
20106	other	ni li pona tawa sina anu seme?
20107	other	o pini lape!
20108	other	sina ken ala ken pana e ko sin walo tawa mi?
20109	other	anu mi la mi tawa ala ma Elopa.
20110	other	ona li moku e kili taso.
20111	other	ale li pona.
20112	other	jan li toki kepeken toki seme lon ma sina?
20113	other	sina jo e mije sama tu.
20114	other	jan pi ma Losi li jo e sinpin lawa pi pilin pona lon tenpo ala.
20115	other	pona! o kama sin lon tenpo lili.
20116	other	mi wile toki tawa jan lawa.
20117	other	o kama pakala!
20118	other	o kama pakala!
20119	other	o kama pakala!
20120	other	ni li waso mute.
20121	other	ijo esun pi nimi Ote li tan ma Sonko.
20122	other	jan Kanata li kepeken e toki Kanse e toki Inli.
20123	other	mi lukin e tomo.
20124	other	tenpo suno pi pali ala la ona li tawa tomo pi jan sewi.
20125	other	soweli wawa ni li soweli.
20126	other	kasi kule ni li kasi kule. waso lili ni li waso.
20127	other	kasi kule li ijo pi jan Sijoto.
20128	other	suno li suno.
20129	other	mi noka lon pimeja monsi tan suno.
20130	other	tenpo awen la sina toki pi pilin wan telo kin la mi kama pilin utala kin.
20131	other	nimi ni li kama tan toki Elena.
20132	other	mi lon seme?
20133	other	tenpo wan anu tenpo ante la mi kama sona e ijo lon.
20134	other	sina nasa.
20135	other	ni li ilo pi sitelen tawa.
20136	other	telo sijelo loje li kama tan nena sina.
20137	other	toki sewi seme li pona mute tawa sina?
20138	other	o kama pakala!
20139	other	seme li ike mute? mi sona ala.
20140	other	o lukin e mi.
20141	other	o tawa tomo sona!
20142	other	o tawa tomo sona!
20143	other	tenpo ala la o weka e ona.
20144	other	o pana e ken tawa weka utala.
20145	other	mi wile lukin sin e sina.
20146	other	sina wile ala wile moku e telo nasa?
20147	other	mi awen lon poka.
20148	other	kili ni pi nasin ni li jo e kule pi laso jelo.
20149	other	mi sona lili e ni: ona li lon seme.
20150	other	ona meli li open kalama musi uta.
20151	other	kule seme pi linja lawa sina?
20152	other	sina ken kepeken lipu sona mi pi nimi ale.
20153	other	jan pi mani mute li ike tawa mi.
20154	other	tomo ona li lon seme?
20155	other	mi wile la sina kama poka mi.
20156	other	o kalama lili.
20157	other	mi sona ala e toki sina.
20158	other	tenpo suno pini la ona li moku e telo nasa mute.
20159	other	tenpo suno pini la ona li moku e telo nasa mute.
20160	other	jan Sakepi li toki e ni: ali li sama supa musi.
20161	other	tomo ona li lon seme?
20162	other	poki lete mi li pakala.
20163	other	mi lukin e ni: sina pali e moku.
20164	other	sina jan pi mani mute.
20165	other	ona li jo e linja lawa lili.
20166	other	jan li kepeken toki seme lon ma sina?
20167	other	o toki e nimi sina tawa mi.
20168	other	mi sona ala e ni: mi wile tawa lon seme?
20169	other	mi wile pali e ijo la mi ken pali e ni.
20170	other	ona li pona lukin.
20171	other	ona li pona lukin.
20172	other	sina awen sona anu seme?
20173	other	sina jan pi mani mute.
20174	other	o lukin pi kama pakala.
20175	other	jan sama mi li lili li wawa.
20176	other	o awen open ala e lupa.
20177	other	soweli tomo li lape lon supa monsi.
20178	other	ona mute li jan pona.
20179	other	jan Lali Ewin li jo e meli.
20180	other	ona li jan seme?
20181	other	akesi linja li kiwen uta e noka mi.
20182	other	o awen lon weka pi tenpo suno kama.
20183	other	tenpo kama la mi kepeken ilo toki tawa sina.
20184	other	tenpo lili pini poka la ona li tawa weka.
20185	other	seme li ike tawa sina?
20186	other	seme li pali musi sina?
20187	other	ona li unpa lukin kin.
20188	other	lipu ale ni li ijo mi.
20189	other	o kute pona e mi.
20190	other	mi open e ilo pi sitelen tawa la ni li ike ala ike tawa sina?
20191	other	sitelen insa pi sina mute li suli ala.
20192	other	"""sina wile e seme?"" ""mi wile e soweli."""
20193	other	ni li sitelen ma suli pi ma Tosi.
20194	other	ona li musi lon poka ante ni.
20195	other	ko lete mute li kama. taso ona li kama.
20196	other	mi kute ala.
20197	other	sina wile la o kama poka mi mute.
20198	other	mi pakala e mi lon tenpo pi kama sona e sijelo pona.
20199	other	ona li jan sona anu seme?
20200	other	ona li sona tawa pona lon telo li sona musi pona lon musi pi ilo kiwen.
20201	other	len lawa nasa li lon lawa ona.
20202	other	o toki e pilin sina.
20203	other	ilo open mi li kama weka lon ni.
20204	other	ona li wile pana e ma ona lon esun.
20205	other	o tawa tomo sona!
20206	other	mi moku ala e soweli.
20207	other	o pini e lukin sina.
20208	other	o olin e jan poka.
20209	other	mije sama mi li pona e ilo tawa mi pi sike tu.
20210	other	mi tawa sewi pi nena Fusi lon tenpo tu.
20211	other	mi ken ala ken kepeken ilo toki sina?
20212	other	pipi mute li moku e mi.
20213	other	mi sitelen e lipu sona.
20214	other	ona li nasa ala.
20215	other	ma tomo mi li lon ma tomo Jokowama.
20216	other	soweli wawa ni li soweli.
20217	other	soweli wawa ni li soweli.
20218	other	mi jan esun.
20219	other	seme la lipu en ilo sitelen li lon?
20220	other	mije mi en meli sina li sama lukin.
20221	other	jan lili li jan suli ala.
20222	other	a! mi wile ala lukin e sina.
20223	other	ona li jo e mije lili luka tu.
20224	other	mi kama tan ma tomo Tokijo.
20225	other	ma tomo Sanpansiko li pona ala pona tawa sina?
20226	other	sina lukin e seme?
20227	other	telo wawa li pona tawa sina anu seme?
20228	other	mi mute li jan.
20229	other	sina toki ala toki kepeken toki Inli?
20230	other	mi o pali e ni.
20231	other	ona li kama sona lon tenpo lili.
20232	other	mi pilin pona tan ni: mi lukin e sina.
20233	other	kon tawa li kama tan open pi nasin suno.
20234	other	tenpo sinpin la mi kama lon ni la ona li kama moli.
20235	other	tenpo pini la sina lukin e sitelen tawa seme?
20236	other	mi suli.
20237	other	monsuta li lon ala.
20238	other	ken la len ni li pona lukin tawa sina.
20239	other	jan ale ni li wile kama jo sin e mani ona.
20240	other	mi wile la sina kalama musi uta.
20241	other	o toki kin tan sina en kulupu mama sina tawa mi.
20242	other	sina sona ala sona e ni: tan seme la ona li ala lon tomo sona lon tenpo pini?
20243	other	o toki tawa mi kepeken ilo toki lon insa pi tenpo suli nanpa luka tu.
20244	other	ona li jo ala jo e mije?
20245	other	mi kama sin.
20246	other	pona li tan sina.
20247	other	jan ala li wile kute e pilin mi.
20248	other	tenpo suno pini la mama sama mije mi li kama jo e soweli tomo lon esun.
20249	other	mi jan pi kama sona.
20250	other	ale ni li mute seme?
20251	other	sina awen sona e mi anu seme?
20252	other	jan li toki kepeken toki seme lon ma sina?
20253	other	jan li toki kepeken toki seme lon ma sina?
20254	other	ni li tomo tawa mi.
20255	other	o pana e ona tawa lukin mi.
20256	other	sina ken ala toki e pona la o toki ala.
20257	other	tenpo pini la ona li wile pini e toki tan wile ona.
20258	other	jan sewi li pali e ali.
20259	other	wan, tu, tu wan, tu tu, luka, luka wan, luka tu, luka tu wan, luka tu tu, luka luka.
20260	other	mi jan olin pi toki mute.
20261	other	ike a! jan sin li pakala e mi a!
20262	other	mi toki pona lon toki Nijon.
20263	other	mi wile sona mute e toki ni.
20264	other	tenpo suli nanpa luka luka tu la ona mute li moku lon insa pi tenpo suno.
20265	other	ilo ni pi pona sijelo li wawa tawa pilin.
20266	other	suno li kama sewi.
20267	other	ni li kama wile sina.
20268	other	suwi pi mi mute li weka.
20269	other	tan seme pi ma Kanata la sina kama?
20270	other	o tawa wawa!
20271	other	ona li jo e soweli suwi tomo tu.
20272	other	o tawa ala weka tan mi.
20273	other	ona li jo ala e tomo.
20274	other	ona li pana e pona tawa ona.
20275	other	nimi li kama jo e lawa suli.
20276	other	mi tawa tomo musi.
20277	other	tenpo ni la sina jo e tomo lon seme?
20278	other	sina wile moku e telo anu seme?
20279	other	sina wile ala wile e moku telo?
20280	other	tomo li seli.
20281	other	ona li jo e soweli tu.
20282	other	nasin ante li pona tawa jan ante.
20283	other	pakala.
20284	other	pakala!
20285	other	tomo pi mi tu li lon ma Mewika.
20286	other	sina toki lon ala tawa mi anu seme?
20287	other	sina ken ala pona awen sona!
20288	other	ona mute li telo e luka.
20289	other	mi sona.
20290	other	musi ni pi lili sitelen li jo e lili pi luka tu luka tu luka.
20291	other	tenpo ala la jan Losi li musi uta.
20292	other	kasi kule pi pona lukin li lon ma kasi.
20293	other	o tawa jaki.
20294	other	o kama pakala!
20295	other	sina jo ala jo e seli?
20296	other	sina jo ala jo e seli?
20297	other	sina kepeken kin tomo tawa kon lon tenpo pini anu seme?
20298	other	sina toki tawa mi anu seme?
20299	other	tomo pi jan Son li lon seme?
20300	other	suno li suno lon sewi pi kon walo.
20301	other	len lawa pi pona lukin li lon lawa ona.
20302	other	tenpo ala la o tawa anpa e nena lili ni kepeken luka.
20303	other	tenpo ala la o kepeken nena lili ni.
20304	other	tenpo kama lili la mi kama sin.
20305	other	jan ale pi tomo sona li jo e poki pi ilo open.
20306	other	ona li kama weka tan kulupu anpa la ona li kepeken utala.
20307	other	o ken e weka mi!
20308	other	mi ken ala ken moku e suwi ni?
20309	other	jan Ton en jan Son li jan pona.
20310	other	tenpo mute lili la mi lukin e sina.
20311	other	mi kama jo e lipu lon esun.
20312	other	mi pakala.
20313	other	mi lon tomo telo.
20314	other	tomo ona li lon ma tomo Osaka.
20315	other	pini li pona la ali li pona.
20316	other	mi kama jo e lipu lon esun.
20317	other	mi wile kama jo e ni.
20318	other	mi pilin ala e ni: jan kon li lon.
20319	other	kili li kama anpa lon poka pi kasi suli.
20320	other	kili li tawa anpa poka kasi.
20321	other	jan lawa li anpa!
20322	other	tenpo pimeja li lon.
20323	other	mi wile e toki pi kipisi ala.
20324	other	jan ala li pona ale.
20325	other	o ante e len ma.
20326	other	mi wile ala pali.
20327	other	sina lape ala lape?
20328	other	jan sona li pali e ijo pakala la ona li kama sona.
20329	other	tenpo monsi pi tenpo sike pi tu wan la meli ni li tawa weka tan jan olin la tan ni la jan olin li kepeken ike e meli ni.
20330	other	sama la ona li kama jo e lipu pi nimi ale lon esun.
20331	other	jan Niko li pona mute tawa jan mute.
20332	other	sina wile toki tawa mi la sina kepeken e nanpa ni.
20333	other	jan ala li lawa e olin.
20334	other	sina wile lape.
20335	other	sina mute li jan lili.
20336	other	mije lili li lon seme?
20337	other	ona li lon ma kasi tomo.
20338	other	meli lili li lon seme?
20339	other	mi wile kama jo e ilo musi ni lon esun.
20340	other	tenpo ni la sitelen tawa seme li tawa?
20341	other	ona li jan olin sina.
20342	other	tenpo mute la ona li pali e ni. taso ni li kama ala pona.
20343	other	tan ni la mi kama lon ni.
20344	other	ona li olin e jan ala. jan ala li olin e ona.
20345	other	jan lawa pi ma suli kin li ken ala kama jo e mani tan jan pi jo ala.
20346	other	mi jan Asimoto.
20347	other	jan pi tenpo sike mute li wile e ijo tawa ni: ona li lon pona tawa ona.
20348	other	ijo ike sina li seme?
20349	other	sina sona e toki wan taso, la sina sona lili.
20350	other	len noka ni li suli ike.
20351	other	mi mute li ken lili anpa e ona.
20352	other	mi suli.
20353	other	jan Nijon li pali e tomo tawa ni.
20354	other	tan ijo ala la ijo ala li kama.
20355	other	mi wile moku e telo.
20356	other	mi suli.
20357	other	sina toki ala toki kepeken toki Italija?
20358	other	moku li pona. jan li pali pona lon ni.
20359	other	moku li pona. jan li pali pona lon ni.
20360	other	ma lon tomo tawa ni li lon tawa jan wan.
20361	other	jan San li kute wawa.
20362	other	ona li pana e mani ona ale lon esun pi tomo tawa.
20363	other	nanpa luka tu li pona.
20364	other	mi lukin e ale ni lon sona mi.
20365	other	kon tawa wawa li kama poka kalama sewi.
20366	other	tenpo seme la ni li kama?
20367	other	nimi mi li Jatalo.
20368	other	ona mute li jan seme?
20369	other	jan seme li pakala e ni?
20370	other	mi mute li ken ala pali e wile sina.
20371	other	mi toki lon toki Intelinwa.
20372	other	mi jan pi sona sin. mi tan ma Posuka.
20373	other	jan pi mute mute li sona lukin e sitelen pi toki Intelinwa lon tenpo nanpa wan.
20374	other	toki Intelinwa li ilo pi tenpo ni, li ilo toki pi ma mute.
20375	other	mi toki lon toki Intelinwa.
20376	other	"ona li toki ""toki"" tawa meli."
20377	other	mi toki lon toki Intelinwa.
20378	other	mi toki lon toki Intelinwa.
20379	other	toki! mi jan Nensi.
20380	other	toki. nimi mi li nimi Kensato.
20381	other	toki! jan Okawa li toki.
20382	other	mi pali mute tan seme?
20383	other	lon.
20384	other	o pona e tomo!
20385	other	ona li toki mute.
20386	other	mi pilin pona tan ni: mi kute e ijo pi kama pali sina.
20387	other	tenpo ni la jan Muka li jo e sike suno mute.
20388	other	seme la ilo mun tawa li lon?
20389	other	mi olin e sina.
20390	other	soweli mani li pana e telo mama.
20391	other	tenpo suno pini la telo li kama tan sewi.
20392	other	ni li lipu mi. ni li lipu ona.
20393	other	tenpo suno pini la telo li kama tan sewi.
20394	other	o sama jan sama sina.
20395	other	tenpo suno Ma li lon.
20396	other	sike mun nanpa wan en sike mun nanpa tu en sike mun nanpa tu wan en sike mun nanpa tu tu en sike mun nanpa luka en sike mun nanpa luka wan en sike mun nanpa luka tu en sike mun nanpa luka tu wan en sike mun nanpa luka tu tu en sike mun nanpa luka luka en sike mun nanpa luka luka wan en sike mun nanpa luka luka tu li sike mun luka luka tu pi sike suno.
